City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
333,Geraldton,AU,-28.7667,114.6,50.41,81,0,6.91,clear sky
334,Christchurch,NZ,-43.5333,172.6333,49.91,72,68,3.44,broken clouds
335,Agadir,MA,30.4202,-9.5982,72.05,76,76,1.43,broken clouds
336,Sunrise Manor,US,36.2111,-115.0731,112.87,10,0,10.36,clear sky
337,Hobyo,SO,5.3505,48.5268,76.98,74,79,23.85,broken clouds
338,Pacific Grove,US,36.6177,-121.9166,74.21,76,0,14.97,clear sky
339,Novoagansk,RU,61.9449,76.6625,54.82,67,100,10.76,overcast clouds
340,Medvedevo,RU,56.6339,47.804,69.03,84,91,6.15,overcast clouds
341,Tuban,ID,-6.8976,112.0649,75.51,89,62,4.97,broken clouds
342,Sur,OM,22.5667,59.5289,87.26,72,94,4.25,overcast clouds
343,Paamiut,GL,61.994,-49.6678,41.59,95,49,11.63,scattered clouds
344,Zaysan,KZ,47.4667,84.8667,63.75,75,99,13.18,light rain
345,Uyuni,BO,-20.4597,-66.825,41.04,17,48,6.24,scattered clouds
346,Kashan,IR,33.9831,51.4364,88.16,9,6,11.72,clear sky
347,Saint-Augustin,CA,51.226,-58.6502,57.88,82,100,15.12,overcast clouds
348,Gedo,ET,9.0167,37.45,50.86,93,99,2.84,overcast clouds
349,Blackwater,AU,-23.5833,148.8833,49.44,53,0,9.86,clear sky
350,Tuatapere,NZ,-46.1333,167.6833,43.12,95,100,8.19,overcast clouds
351,Olafsvik,IS,64.8945,-23.7142,48.34,69,89,7.43,overcast clouds
352,Nyuksenitsa,RU,60.4128,44.2397,63.05,93,100,5.26,light rain
353,Husavik,IS,66.0449,-17.3389,42.91,95,100,19.69,overcast clouds
354,Casa Grande,US,32.8795,-111.7573,111.13,15,0,6.91,clear sky
355,Himatnagar,IN,23.6,72.95,80.89,86,100,9.1,light rain
356,Ilanskiy,RU,56.2358,96.065,56.35,67,99,2.82,overcast clouds
357,Hun,LY,29.1268,15.9477,77.63,50,0,12.06,clear sky
358,Maragogi,BR,-9.0122,-35.2225,74.98,86,76,5.26,light rain
359,Pringsewu,ID,-5.3582,104.9744,73.02,95,100,1.34,overcast clouds
360,Kaffrine,SN,14.1059,-15.5508,86.18,62,100,13.87,overcast clouds
361,Domoni,KM,-12.2569,44.5319,75.61,78,96,5.7,overcast clouds
362,Muncar,ID,-8.4333,114.3333,76.14,88,93,8.12,overcast clouds
363,Thinadhoo,MV,0.5333,72.9333,82.06,75,82,8.34,broken clouds
364,Kaihua,CN,23.3687,104.28,65.25,97,31,4.16,scattered clouds
365,Haines Junction,CA,60.7522,-137.5108,48.15,87,100,2.3,overcast clouds
366,Randudongkal,ID,-7.0981,109.3243,73.04,93,70,1.68,broken clouds
367,Yulara,AU,-25.2406,130.9889,42.19,76,0,8.59,clear sky
368,Port Lincoln,AU,-34.7333,135.8667,53.85,65,100,9.26,overcast clouds
369,Belaya Gora,RU,68.5333,146.4167,71.28,53,23,6.6,few clouds
370,Igualada,ES,41.581,1.6172,81.63,54,0,1.99,clear sky
371,Paka,MY,4.6374,103.4368,76.98,100,100,0.0,overcast clouds
372,Umm Kaddadah,SD,13.6017,26.6876,83.89,53,63,13.87,light rain
373,Rolla,US,37.9514,-91.7713,91.15,33,0,5.99,clear sky
374,Saint-Joseph,RE,-21.3667,55.6167,66.58,74,23,11.41,light rain
375,Bijawar,IN,24.6333,79.5,85.59,59,49,6.15,scattered clouds
376,Sao Jose Do Egito,BR,-7.4789,-37.2744,74.91,64,97,10.04,overcast clouds
377,Gondanglegi,ID,-7.7479,112.0132,73.09,93,90,5.48,overcast clouds
378,Zyryanovsk,KZ,49.7386,84.2719,54.93,86,67,3.78,broken clouds
379,Camacupa,AO,-12.0167,17.4833,56.73,40,0,4.38,clear sky
380,Sioux Lookout,CA,50.1001,-91.917,66.27,82,75,5.75,broken clouds
381,Vanavara,RU,60.34,102.2797,52.07,73,100,3.53,overcast clouds
382,Nome,US,64.5011,-165.4064,61.11,76,0,8.05,clear sky
383,Peniche,PT,39.3558,-9.3811,75.11,59,100,7.63,overcast clouds
384,Goroka,PG,-6.0834,145.3873,62.96,81,36,1.79,scattered clouds
385,Muros,ES,42.7762,-9.0603,78.84,60,4,7.09,clear sky
386,Sao Filipe,CV,14.8961,-24.4956,74.59,83,2,6.29,clear sky
387,Burnie,AU,-41.0667,145.9167,41.94,78,12,5.32,few clouds
388,Worthington,US,40.0931,-83.018,85.89,52,40,16.11,scattered clouds
389,Magrath,CA,49.4167,-112.8686,87.94,26,74,4.61,broken clouds
390,Milkovo,RU,54.7167,158.6167,79.68,72,1,0.51,clear sky
391,Fare,PF,-16.7,-151.0167,78.24,68,5,7.99,light rain
392,Mudgee,AU,-32.5943,149.5871,39.25,100,100,4.61,light rain
393,Stepnyak,KZ,52.8339,70.7803,62.64,89,34,5.32,scattered clouds
394,Santana Do Mundau,BR,-9.1681,-36.2222,69.01,97,43,3.38,scattered clouds
395,Porto Novo,BJ,6.4965,2.6036,76.82,84,67,7.85,broken clouds
396,Tanete,ID,-3.9443,119.7848,73.44,94,92,4.05,overcast clouds
397,Derzhavinsk,KZ,51.1,66.3167,68.81,64,6,7.49,clear sky
398,Brokopondo,SR,4.75,-55.1667,78.87,83,67,9.28,broken clouds
399,Lavrentiya,RU,65.5833,-171.0,50.92,75,98,7.16,overcast clouds
400,Medyn,RU,54.9692,35.8586,54.03,97,6,5.12,clear sky
401,Anadyr,RU,64.75,177.4833,61.3,67,40,13.42,scattered clouds
402,Funadhoo,MV,6.15,73.2667,81.7,77,100,12.53,overcast clouds
403,Leh,IN,34.1667,77.5833,63.14,51,22,6.46,few clouds
404,Bathsheba,BB,13.2167,-59.5167,84.81,85,40,19.57,scattered clouds
405,Salta,AR,-24.7859,-65.4117,55.99,40,0,12.66,clear sky
406,Buzmeyin,TM,38.0507,58.2056,82.13,24,0,2.3,clear sky
407,Yar-Sale,RU,66.8333,70.8333,46.18,69,74,5.06,broken clouds
408,Tommot,RU,58.9564,126.2925,63.57,81,74,1.59,broken clouds
409,Norilsk,RU,69.3535,88.2027,45.43,67,99,10.96,overcast clouds
410,Cururupu,BR,-1.8283,-44.8683,75.18,90,96,2.42,overcast clouds
411,Newtownards,GB,54.5924,-5.6909,57.94,83,100,1.99,overcast clouds
412,Duzce,TR,40.8389,31.1639,63.93,80,23,2.53,light rain
413,Port Pirie,AU,-33.1833,138.0167,45.12,84,30,3.11,scattered clouds
414,Poplar Bluff,US,36.757,-90.3929,91.13,47,0,3.44,clear sky
415,Pevek,RU,69.7008,170.3133,36.61,96,100,22.03,overcast clouds
416,Necochea,AR,-38.5473,-58.7368,46.89,53,86,13.04,overcast clouds
417,Meiganga,CM,6.5167,14.3,64.49,97,67,2.62,light rain
418,Price,US,39.5994,-110.8107,90.66,17,75,19.57,broken clouds
419,Lerwick,GB,60.1545,-1.1494,53.6,79,74,21.39,broken clouds
420,Bolotnoye,RU,55.6717,84.3981,47.35,93,7,7.99,clear sky
421,Mount Isa,AU,-20.7333,139.5,44.37,57,3,0.0,clear sky
422,Carutapera,BR,-1.195,-46.02,75.99,92,97,6.2,overcast clouds
423,The Valley,AI,18.217,-63.0578,85.86,74,40,11.5,scattered clouds
424,Alyangula,AU,-13.8483,136.4192,67.06,53,16,16.46,few clouds
425,Katherine,AU,-14.4667,132.2667,48.52,49,9,8.05,clear sky
426,Ambulu,ID,-8.345,113.6058,73.62,91,58,2.73,broken clouds
427,Teguise,ES,29.0605,-13.564,70.02,68,20,12.66,few clouds
428,Jinxiang,CN,27.4327,120.6062,77.92,90,79,5.79,broken clouds
429,Boali,CF,4.8005,18.1275,71.31,88,100,3.51,overcast clouds
430,Jalu,LY,29.0331,21.5482,78.53,59,0,16.11,clear sky
431,Churapcha,RU,62.0025,132.4325,61.7,97,100,2.21,light rain
432,Gorontalo,ID,0.5412,123.0595,74.43,95,87,2.57,overcast clouds
433,Poum,NC,-20.2333,164.0167,75.43,87,99,15.5,overcast clouds
434,Tateyama,JP,34.9833,139.8667,75.09,94,75,5.75,mist
435,Nouadhibou,MR,20.931,-17.0347,71.58,83,40,23.02,sand
436,Bubaque,GW,11.2833,-15.8333,80.91,80,100,10.33,overcast clouds
437,George Town,MY,5.4112,100.3354,76.95,94,40,2.3,scattered clouds
438,Tabory,RU,58.5198,64.5495,60.33,70,5,4.85,clear sky
439,Kabalo,CD,-6.05,26.9167,77.79,41,57,4.61,broken clouds
440,Monastyrshchina,RU,54.3496,31.838,53.29,93,70,14.38,broken clouds
441,Bandarbeyla,SO,9.4942,50.8122,76.46,82,100,30.2,overcast clouds
442,Kokkola,FI,63.8385,23.1307,64.92,87,0,1.14,clear sky
443,Tuxpan,MX,19.55,-103.4,76.77,60,41,6.73,scattered clouds
444,Roma,US,43.2128,-75.4557,82.72,59,0,18.41,clear sky
445,Inverness,GB,57.4791,-4.224,57.79,67,75,9.22,broken clouds
446,Mitu,CO,1.1983,-70.1733,77.07,95,77,2.42,broken clouds
447,Eatonton,US,33.3268,-83.3885,85.8,74,100,3.69,overcast clouds
448,Houston,US,29.7633,-95.3633,106.21,47,40,8.99,scattered clouds
449,Niamey,NE,13.5137,2.1098,93.49,40,0,4.61,clear sky
450,Beloha,MG,-25.1667,45.05,61.2,93,0,5.21,clear sky
451,Icod De Los Vinos,ES,28.3724,-16.7119,69.76,85,10,5.59,clear sky
452,Nicoya,CR,10.1483,-85.452,79.95,86,75,2.17,moderate rain
453,San Carlos,VE,9.6612,-68.5827,72.84,94,100,2.73,overcast clouds
454,Bontang,ID,0.1333,117.5,76.75,90,95,4.18,overcast clouds
455,Oriximina,BR,-1.7656,-55.8661,82.76,68,76,3.6,broken clouds
456,Pemba,MZ,-12.974,40.5178,72.3,88,40,8.05,scattered clouds
457,Vagamo,NO,61.8751,9.0967,54.48,81,28,4.83,scattered clouds
458,Ushtobe,KZ,45.2514,77.9838,70.38,42,91,2.39,overcast clouds
459,Mohgaon,IN,21.65,78.7167,76.01,93,100,12.26,heavy intensity rain
460,Berlevag,NO,70.8578,29.0864,67.95,56,71,16.11,broken clouds
461,Coihaique,CL,-45.5752,-72.0662,36.21,80,75,3.44,broken clouds
462,Abay,KZ,49.6311,72.8539,53.98,55,0,8.08,clear sky
463,Henties Bay,NA,-22.116,14.2845,55.17,89,0,7.78,clear sky
464,Kolokani,ML,13.5728,-8.0339,84.94,51,15,6.87,light rain
465,Mmabatho,ZA,-25.85,25.6333,53.37,39,0,5.5,clear sky
466,Arona,ES,28.0996,-16.681,68.02,81,75,11.5,broken clouds
467,Conceicao Do Araguaia,BR,-8.2578,-49.2647,80.89,35,40,0.47,scattered clouds
468,Chillicothe,US,39.3331,-82.9824,88.25,39,75,14.97,broken clouds
469,Nantucket,US,41.2835,-70.0995,78.91,84,0,18.41,clear sky
470,Cam Ranh,VN,11.9214,109.1591,76.96,94,40,2.3,scattered clouds
471,Mineiros,BR,-17.5694,-52.5511,73.99,40,41,0.45,scattered clouds
472,Port Blair,IN,11.6667,92.75,81.7,83,100,20.04,moderate rain
473,Waingapu,ID,-9.6567,120.2641,70.79,79,100,10.29,overcast clouds
474,Port Said,EG,31.2565,32.2841,78.78,89,0,11.5,clear sky
475,Kletnya,RU,53.3897,33.2171,51.94,95,4,8.19,clear sky
476,Luganville,VU,-15.5333,167.1667,81.25,72,79,7.31,broken clouds
477,Pacifica,US,37.6138,-122.4869,85.21,76,20,15.01,few clouds
478,Ayacucho,PE,-13.1583,-74.2239,73.26,28,20,9.22,few clouds
479,Matara,LK,5.9485,80.5353,78.69,83,25,13.31,scattered clouds
480,Pincher Creek,CA,49.4833,-113.952,85.87,28,0,8.05,clear sky
481,Bilokurakyne,UA,49.5341,38.7307,63.9,60,60,3.11,broken clouds
482,Aykhal,RU,66.0,111.5,45.77,80,0,7.25,clear sky
483,Njombe,TZ,-9.3333,34.7667,51.17,86,96,5.28,overcast clouds
484,Dawei,MM,14.0833,98.2,76.73,92,100,11.56,light rain
485,Jasrana,IN,27.25,78.6833,92.48,48,93,9.8,overcast clouds
486,Naryan-Mar,RU,67.6713,53.087,64.33,85,25,4.88,scattered clouds
487,Mehamn,NO,71.0357,27.8492,67.91,67,0,2.3,clear sky
488,Nalut,LY,30.3333,10.85,84.79,25,0,14.45,clear sky
489,Erenhot,CN,43.6475,111.9767,67.53,44,0,15.75,clear sky
490,Axim,GH,4.8699,-2.2405,75.29,82,100,9.44,overcast clouds
491,Korla,CN,41.7597,86.1469,72.52,29,18,5.19,few clouds
492,San Quintin,MX,30.4833,-115.95,70.54,69,99,15.39,overcast clouds
493,Aden,YE,12.7794,45.0367,84.2,71,100,10.67,overcast clouds
494,Dengzhou,CN,37.8086,120.7508,74.03,95,99,14.43,overcast clouds
495,Chadiza,ZM,-14.0678,32.4392,57.51,72,75,3.29,broken clouds
496,Vila Velha,BR,-20.3297,-40.2925,75.15,85,0,11.5,clear sky
497,Xiaoshi,CN,41.2971,124.1209,71.24,99,100,2.91,light rain
498,Roswell,US,34.0232,-84.3616,90.55,61,40,3.44,scattered clouds
499,Turukhansk,RU,65.8167,87.9833,45.82,67,100,11.32,overcast clouds
500,Chastyye,RU,57.2888,54.9728,64.49,95,100,3.09,overcast clouds
501,Seybaplaya,MX,19.65,-90.6667,87.26,62,100,5.08,overcast clouds
502,Ocampo,MX,21.65,-101.5,80.24,24,92,21.65,overcast clouds
503,Askino,RU,56.0901,56.5783,63.1,91,93,5.12,overcast clouds
504,Pochutla,MX,15.7432,-96.4661,84.02,70,90,4.38,overcast clouds
505,Dobrovice,CZ,50.3693,14.9623,63.82,62,27,5.06,scattered clouds
506,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,85,100,12.66,overcast clouds
507,Bilma,NE,18.6853,12.9164,96.01,12,83,20.65,broken clouds
508,Honiara,SB,-9.4333,159.95,83.08,64,20,6.53,few clouds
509,Ostersund,SE,63.1792,14.6357,64.85,68,20,6.91,few clouds
510,Liverpool,GB,53.4106,-2.9779,67.95,64,75,10.36,broken clouds
511,Chicama,PE,-7.8447,-79.1469,61.34,66,6,9.22,clear sky
512,Namatanai,PG,-3.6667,152.4333,82.17,73,15,5.73,few clouds
513,Noumea,NC,-22.2763,166.4572,71.01,99,67,1.83,broken clouds
514,Bintulu,MY,3.1667,113.0333,73.81,94,20,5.01,few clouds
515,Mildura,AU,-34.2,142.15,38.07,94,5,9.69,clear sky
516,Algeciras,ES,36.1333,-5.4505,73.08,83,6,14.97,clear sky
517,Bushehr,IR,28.9684,50.8385,89.69,79,40,4.61,scattered clouds
518,Victor Harbor,AU,-35.5667,138.6167,46.69,77,88,8.59,overcast clouds
519,Quang Ngai,VN,15.1167,108.8,76.46,93,100,4.03,overcast clouds
520,Lodja,CD,-3.4833,23.4333,73.47,42,77,0.6,broken clouds
521,Port Macquarie,AU,-31.4333,152.9167,50.14,87,89,7.81,overcast clouds
522,Riachao Das Neves,BR,-11.7461,-44.91,75.54,36,5,2.77,clear sky
523,Forest,US,37.3638,-79.2897,90.32,61,40,12.66,scattered clouds
524,Vanimo,PG,-2.6741,141.3028,79.36,79,49,4.05,scattered clouds
525,Kiruna,SE,67.8557,20.2251,61.72,59,3,5.75,clear sky
526,Inta,RU,66.0317,60.1659,63.25,85,78,10.45,light rain
527,Dakar,SN,14.6937,-17.4441,82.53,78,75,4.61,broken clouds
528,Dharchula,IN,29.85,80.5333,73.83,93,100,0.67,overcast clouds
529,Arawa,PG,-6.2132,155.5367,82.78,75,12,3.62,few clouds
530,Ust-Nera,RU,64.5667,143.2,63.88,94,100,4.56,moderate rain
531,Salekhard,RU,66.53,66.6019,54.14,83,100,5.84,overcast clouds
532,Mirabad,AF,30.4362,61.8383,85.69,17,0,26.62,clear sky
533,Jegunovce,MK,42.0736,21.1236,58.98,56,29,3.56,scattered clouds
534,Matola,MZ,-25.9622,32.4589,67.51,94,40,2.3,light rain
535,Oranjestad,AW,12.524,-70.027,84.15,79,20,23.02,few clouds
536,Springdale,US,36.1867,-94.1288,91.13,52,0,6.91,clear sky
537,Fereydunshahr,IR,32.941,50.121,62.35,21,5,6.15,clear sky
538,Bambari,CF,5.768,20.6757,69.3,95,100,0.89,overcast clouds
539,Altamont,US,42.2068,-121.7372,94.89,20,0,8.05,clear sky
540,Lac Du Bonnet,CA,50.2536,-96.0612,74.07,58,34,9.86,scattered clouds
541,Juneau,US,58.3019,-134.4197,60.22,80,100,5.75,overcast clouds
542,Rexburg,US,43.826,-111.7897,90.91,25,0,5.75,clear sky
543,Cockburn Town,TC,21.4612,-71.1419,81.99,83,4,17.67,clear sky
544,Sorland,NO,67.667,12.6934,55.26,94,100,17.47,light rain
545,Kuusamo,FI,65.9667,29.1833,62.64,94,84,4.61,light rain
546,Mayya,RU,61.7333,130.2811,61.92,90,100,2.1,overcast clouds
547,Buloh Kasap,MY,2.5536,102.764,74.7,96,99,1.34,moderate rain
548,Poronaysk,RU,49.2167,143.1167,59.74,95,100,2.84,moderate rain
549,Ust-Ilimsk,RU,58.0006,102.6619,53.38,72,99,2.46,overcast clouds
550,Solone,UA,48.2081,34.8721,60.44,54,27,1.83,scattered clouds
551,Otjiwarongo,NA,-20.4637,16.6477,56.25,35,0,10.0,clear sky
552,Yerbogachen,RU,61.2767,108.0108,46.54,71,55,1.07,broken clouds
553,Kakamega,KE,0.2842,34.7523,64.92,88,100,4.18,overcast clouds
554,Sambava,MG,-14.2667,50.1667,69.04,88,45,10.04,scattered clouds
555,Qinhuangdao,CN,39.9317,119.5883,73.17,95,100,12.91,overcast clouds
556,Ko Samui,TH,9.5357,99.9357,80.94,75,100,26.8,light rain
557,Puerto Leguizamo,CO,-0.1934,-74.7819,77.76,89,64,2.95,broken clouds
558,Linxia,CN,35.6003,103.2064,59.68,74,56,4.21,broken clouds
559,Ferrol,ES,43.4832,-8.2369,79.32,74,0,4.43,clear sky
560,Bambanglipuro,ID,-7.95,110.2833,74.34,88,90,4.29,overcast clouds
561,Huarmey,PE,-10.0681,-78.1522,65.79,72,2,10.51,clear sky
562,Tromso,NO,69.6496,18.957,62.62,59,0,9.22,clear sky
563,Udachnyy,RU,66.4167,112.4,50.45,100,1,7.54,clear sky
564,Barrafranca,IT,37.3791,14.2011,74.12,55,0,0.31,clear sky
565,Xiaoweizhai,CN,26.1903,107.5125,71.69,98,65,4.94,broken clouds
566,Sun Valley,US,39.5963,-119.776,102.04,14,40,10.36,smoke
567,Tupik,RU,54.4253,119.9327,58.39,95,100,2.37,overcast clouds
568,Bokaro,IN,23.7833,85.9667,80.42,83,79,8.95,broken clouds
569,Deputatskiy,RU,69.3,139.9,59.49,66,92,1.52,overcast clouds
570,Asfi,MA,32.2994,-9.2372,70.84,82,51,6.55,broken clouds
571,Smithers,CA,54.7804,-127.1743,57.52,67,100,5.75,light intensity shower rain
572,Dicabisagan,PH,17.0818,122.4157,76.8,94,100,8.9,overcast clouds
573,Kampot,KH,10.6167,104.1833,78.85,91,100,17.56,overcast clouds
574,Winona,US,43.9666,-91.7668,82.67,47,0,9.22,clear sky
575,Rebrikha,RU,53.0733,82.3408,56.16,81,33,9.35,scattered clouds
576,Namibe,AO,-15.1961,12.1522,63.03,85,1,1.32,clear sky
577,Semey,KZ,50.4111,80.2275,63.68,64,0,12.59,clear sky
578,Ponta Delgada,PT,37.7333,-25.6667,74.5,83,75,12.66,broken clouds
579,Changji,CN,44.0167,87.3167,72.39,49,0,4.47,clear sky
580,Westport,US,41.1415,-73.3579,86.14,74,0,16.11,clear sky
581,Lamont,US,35.2597,-118.9143,107.55,10,0,7.34,clear sky
582,Dalaba,GN,10.7,-12.25,63.7,96,26,0.47,light rain
583,Horsham,GB,51.064,-0.3272,77.74,68,0,3.44,clear sky
584,Kologriv,RU,58.8275,44.3178,63.91,95,82,5.68,broken clouds
585,Gamba,GA,-2.65,10.0,69.1,94,50,5.28,scattered clouds
586,Pierre,US,44.3683,-100.351,89.85,33,0,5.01,clear sky
587,Lethem,GY,3.3803,-59.7968,86.05,74,20,13.8,few clouds
588,Ullapool,GB,57.8987,-5.1604,55.35,83,100,18.75,overcast clouds
589,Dachnoye,RU,43.0847,44.7358,67.59,88,3,2.24,clear sky
590,Marsh Harbour,BS,26.5412,-77.0636,84.97,71,31,9.86,scattered clouds
591,Safaga,EG,26.7292,33.9365,86.99,45,68,4.94,broken clouds
592,Weligama,LK,5.9667,80.4167,78.85,82,21,13.2,few clouds
593,Hurghada,EG,27.2574,33.8129,89.64,29,0,9.22,clear sky
594,Kaeo,NZ,-35.1,173.7833,58.32,96,94,10.2,overcast clouds
595,Dzaoudzi,YT,-12.7887,45.2699,75.09,83,0,9.22,clear sky
596,Sawtell,AU,-30.3833,153.1,46.18,93,6,1.14,clear sky
597,Ximei,CN,24.9639,118.3794,76.93,93,52,1.36,broken clouds
598,Isangel,VU,-19.55,169.2667,77.11,88,75,2.3,broken clouds
599,Prince George,CA,53.9166,-122.753,60.24,72,0,2.3,clear sky
600,Maceio,BR,-9.6658,-35.7353,76.44,83,40,8.05,scattered clouds
601,Eureka,US,40.8021,-124.1637,85.68,75,97,8.01,overcast clouds
602,Verkh-Chebula,RU,56.0308,87.6218,47.01,95,66,5.61,broken clouds
603,Malanje,AO,-9.5402,16.341,65.93,24,0,3.27,clear sky
604,De-Kastri,RU,51.4667,140.7833,61.36,95,100,4.72,overcast clouds
605,Kendari,ID,-3.945,122.4989,72.91,94,88,1.57,overcast clouds
606,Tynda,RU,55.1667,124.7167,59.11,99,100,2.55,light rain
607,Brae,GB,60.3964,-1.353,53.55,79,92,22.26,overcast clouds
608,Berkak,NO,62.825,10.0118,51.69,99,43,4.68,scattered clouds
609,Tacuarembo,UY,-31.7333,-55.9833,42.42,78,2,1.54,clear sky
610,Kautokeino,NO,69.0125,23.0412,63.16,63,55,5.97,broken clouds
611,Khalkhal,IR,37.6189,48.5258,62.71,34,0,8.81,clear sky
612,Chara,RU,56.9064,118.2631,63.43,71,100,0.51,light rain
613,Alugan,PH,12.2188,125.4808,78.17,86,72,3.02,broken clouds
614,Kyren,RU,51.6828,102.1408,54.18,90,15,0.83,few clouds
615,Yuli,NG,9.6989,10.2744,75.97,84,100,4.9,light rain
616,Havre-Saint-Pierre,CA,50.2334,-63.5986,59.36,100,100,9.22,overcast clouds
617,Yarmouth,US,41.7057,-70.2286,79.61,75,0,23.02,clear sky
618,Dashitou,CN,43.3067,128.5114,64.9,90,94,5.93,overcast clouds
619,Parakou,BJ,9.3372,2.6303,72.9,92,41,6.67,scattered clouds
620,Cubarral,CO,3.7935,-73.8406,75.94,89,85,3.78,overcast clouds
621,Weyburn,CA,49.6668,-103.8511,77.22,38,0,5.75,clear sky
622,Sarangani,PH,5.4033,125.4636,82.11,75,99,7.96,overcast clouds
623,Puro,PH,12.4841,123.3827,80.1,83,100,4.54,overcast clouds
624,Nhulunbuy,AU,-12.2333,136.7667,68.61,64,54,12.66,broken clouds
625,Port-Cartier,CA,50.0334,-66.8654,59.22,99,100,6.44,overcast clouds
626,Verkhnetulomskiy,RU,68.6073,31.7962,55.53,96,100,3.83,overcast clouds
627,West Bay,KY,19.3667,-81.4167,89.67,71,20,10.36,few clouds
628,Predesti,RO,44.35,23.6,66.54,47,7,7.09,clear sky
629,Alvorada,BR,-12.48,-49.1247,78.01,33,52,3.87,broken clouds
630,Neiafu,TO,-18.65,-173.9833,81.28,74,20,10.36,few clouds
631,Wagrowiec,PL,52.8084,17.1996,65.14,77,4,12.33,clear sky
632,Lubao,PH,14.9167,120.55,80.31,88,94,2.98,moderate rain
633,Pokhara,NP,28.2333,83.9833,73.69,93,100,1.59,moderate rain
634,Tahe,CN,52.3333,124.7333,62.42,99,100,1.9,light rain
635,Nishihara,JP,26.1842,127.7558,81.68,89,20,4.61,few clouds
636,Boralday,KZ,43.3578,76.8594,64.26,55,75,2.24,broken clouds
637,Harindanga,IN,22.0383,88.3214,81.5,87,100,10.6,moderate rain
638,Alice Springs,AU,-23.7,133.8833,31.55,93,0,5.75,clear sky
639,La Ronge,CA,55.1001,-105.2842,79.05,36,20,9.22,few clouds
640,Faya,SA,18.3851,42.4509,68.11,35,100,10.54,overcast clouds
641,Teya,RU,60.3778,92.6267,50.34,87,100,2.91,overcast clouds
642,Beyneu,KZ,45.3167,55.2,86.58,31,0,8.86,clear sky
643,Coalinga,US,36.1397,-120.3602,103.03,21,0,7.54,clear sky
644,Troitsko-Pechorsk,RU,62.7084,56.1964,64.09,88,69,3.87,broken clouds
645,Conde,BR,-7.2597,-34.9075,76.46,83,0,6.91,clear sky
646,Hadgaon,IN,19.5,77.6667,71.4,96,100,18.03,moderate rain
647,Gatton,AU,-27.55,152.2833,46.63,87,1,5.75,clear sky
648,Rundu,NA,-17.9333,19.7667,56.08,41,0,6.33,clear sky
649,Kapoeta,SS,4.7717,33.5903,79.83,44,58,14.18,broken clouds
650,General Roca,AR,-39.0333,-67.5833,51.08,44,35,7.65,scattered clouds
651,Gazanjyk,TM,39.2446,55.5154,82.47,25,0,8.37,clear sky
652,Leshukonskoye,RU,64.8989,45.7622,68.97,67,20,5.59,few clouds
653,Takoradi,GH,4.8845,-1.7554,74.97,83,100,9.42,overcast clouds
654,Jishou,CN,28.3167,109.7167,76.51,95,48,1.3,scattered clouds
655,Preobrazheniye,RU,42.9019,133.9064,66.42,91,51,5.75,broken clouds
656,Praya,CV,14.9215,-23.5087,77.54,73,0,8.05,clear sky
657,Sept-Iles,CA,50.2001,-66.3821,59.52,99,100,10.36,moderate rain
658,Sakaiminato,JP,35.55,133.2333,76.98,78,75,4.61,broken clouds
659,Satun,TH,6.8333,100.0,75.2,97,100,5.06,overcast clouds
660,Half Moon Bay,US,37.4636,-122.4286,85.91,68,100,6.91,overcast clouds
661,Vilhena,BR,-12.7406,-60.1458,84.42,45,0,10.36,clear sky
662,Yongan,CN,39.6957,113.6871,67.46,89,3,2.21,clear sky
663,Labuan,MY,5.2767,115.2417,79.16,88,20,2.3,few clouds
664,Lokosovo,RU,61.1333,74.8167,54.75,83,100,3.51,light rain
665,Nizhnevartovsk,RU,60.9344,76.5531,53.62,82,0,0.0,clear sky
666,Khomutovo,RU,52.4658,104.4025,59.61,95,60,2.48,broken clouds
667,Skovorodino,RU,53.9833,123.9167,61.56,99,100,3.38,light rain
668,Dudinka,RU,69.4058,86.1778,45.63,67,59,13.71,broken clouds
